rank,name,id,bubble,reviewCount,priceRange,claimed,travelers,photos,thefork,justeat,cuisines,diets,meals,features,neigh,excellent,verygood,average,poor,terrible,revEnglish,revSpanish
107,Rossini,d1082035,4.5,5270,$$ - $$$,True,False,1946,False,False,"Italian, Pizza",Gluten Free Options,"Lunch, Dinner, Late Night, Drinks",,El Congres i els Indians,1819,625,156,84,75,2759,543
108,Colom,d3179219,4.5,8877,$$ - $$$,True,True,5579,False,False,"Bar, Seafood, Mediterranean, European, Spanish, Healthy, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Late Night","Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Table Service",Barrio Gotico (Barri Gotic),2230,228,103,74,74,2709,392
109,Vai Moana,d4379490,4.5,1690,$$ - $$$,True,True,568,False,False,"Bar, Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options","Brunch, Breakfast, Lunch, Dinner, Drinks","Takeout, Outdoor Seating, Highchairs Available, Serves Alcohol, Accepts Mastercard, Accepts Visa, Free Wifi, Seating, Street Parking, Wheelchair Accessible, Full Bar, Accepts Credit Cards, Table Service, Beach",Poblenou,346,69,19,11,11,456,809
110,Gran Viana,d15321479,5.0,575,$$ - $$$,True,True,598,True,False,"International, Spanish, Mediterranean, European, Catalan, Fusion","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner",,Barrio Gotico (Barri Gotic),154,20,5,3,1,183,180
111,Bambu Beach Bar,d4355271,4.5,1305,$$ - $$$,True,True,453,False,False,"Bar, Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Brunch, Drinks","Takeout, Outdoor Seating, Seating, Serves Alcohol, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Street Parking, Wheelchair Accessible, Full Bar, Accepts Credit Cards, Table Service",Sant Marti,201,53,13,9,11,287,820
112,Tast-Ller,d6482227,4.5,857,$$$$,True,True,1253,True,False,Mediterranean,,Dinner,,Eixample,361,18,7,8,5,399,280
113,Ristorante Pizzeria Eden,d3452955,4.5,734,$$ - $$$,True,True,658,False,False,"Italian, Pizza, Mediterranean, European, Romana, Lazio, Central-Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Eixample,257,27,6,3,6,299,212
114,Papadam,d17651868,4.5,417,$$ - $$$,True,True,186,False,True,"Indian, Balti","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options","Lunch, Dinner, Late Night, Drinks",,Eixample,201,15,5,0,4,225,133
115,Bo Kaap,d13958571,4.5,835,$$ - $$$,True,False,234,False,False,"Cafe, Fusion, Bar, Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Ciutat Vella (Old Town),178,22,6,3,10,219,300
116,Restaurante Glaciar,d1113725,4.5,244,$$ - $$$,True,False,129,True,False,"Bar, Cafe, Mediterranean, European, Spanish",,"Lunch, Late Night, Drinks","Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Table Service, Free Wifi",El Congres i els Indians,55,7,0,2,5,69,142
117,The Box,d5820228,4.5,1098,$,True,True,711,False,False,"Mexican, Colombian, Latin, Bar, Street Food",,,,Barrio Gotico (Barri Gotic),457,67,13,7,1,545,155
118,Gallo Nero,d13954971,4.5,496,$,True,True,467,True,False,"Pub, Wine Bar, Dining bars, Street Food",Vegetarian Friendly,,,Barrio Gotico (Barri Gotic),144,7,1,2,1,155,99
119,Tapa Tapa C.C Glories,d14022072,4.5,774,$$ - $$$,False,True,238,True,False,"Mediterranean, European, Spanish, Healthy, Catalan",Gluten Free Options,,,Sant Marti,65,23,10,7,5,110,563
120,Roots & Rolls,d15246736,4.5,156,$$ - $$$,True,True,266,False,False,"Japanese, Asian, Healthy, Sushi","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Eixample,68,2,0,2,1,73,52
121,Tucco Real Food Born,d3512003,4.5,1473,$,True,True,685,False,True,"Italian, Mediterranean, European, Argentinean","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,El Born / La Ribera,417,70,21,13,13,534,548
122,Buenos Aires Grill Restaurant,d6413496,4.5,3607,$$ - $$$,True,True,1685,True,False,"Steakhouse, Latin, Argentinean, South American, Grill",Gluten Free Options,"Lunch, Dinner, Late Night","Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Buffet, Live Music, Gift Cards Available",Eixample,1388,270,96,35,15,1804,578
123,Tomasso - New York Pizza,d6839738,4.5,324,$,True,False,165,False,False,Pizza,"Vegetarian Friendly, Vegan Options",,,Eixample,116,10,3,1,1,131,136
124,Clemen' s Boqueria,d2184678,4.5,553,$$ - $$$,True,True,428,False,False,Catalan,"Vegetarian Friendly, Gluten Free Options",Brunch,,La Rambla,135,24,8,2,1,170,99
125,Eat Caribbean Barcelona,d3173600,4.5,331,$$ - $$$,True,True,162,False,True,"African, Caribbean, Jamaican, Cajun & Creole, Barbecue","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,El Raval,201,22,2,2,10,237,52
126,Oporto Restaurante,d8275743,4.5,934,$$ - $$$,True,True,680,True,False,"Mediterranean, European, Portuguese","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Eixample,206,44,9,4,3,266,244
127,Bordeaux - Cuina Oberta,d12452232,4.5,342,$$ - $$$,True,False,184,False,False,"Fusion, Mediterranean, European, Spanish, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Les Corts,37,2,1,0,1,41,272
128,Cera 23,d2314335,4.5,5172,$$ - $$$,True,True,2864,True,False,"Mediterranean, European, Spanish, Catalan, Fusion","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,El Raval,1950,405,100,42,9,2506,877
129,Lascar 74,d8661980,4.5,440,$$ - $$$,True,True,299,True,False,"Seafood, Fusion, International, Contemporary","Vegetarian Friendly, Vegan Options, Gluten Free Options","Dinner, Lunch, Drinks","Takeout, Reservations, Seating, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service, Gift Cards Available",Sants-Montjuic,231,24,4,4,3,266,97
130,Guelly sandwichpark,d4553912,4.5,222,$,True,True,50,False,False,Fast Food,"Vegetarian Friendly, Vegan Options","Breakfast, Lunch, Brunch",,Gracia,73,13,1,1,0,88,20
131,Can Valles,d1036570,4.5,904,$$ - $$$,False,True,715,False,False,"Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Gluten Free Options",,,Eixample,70,19,3,0,1,93,729
132,Disfrutar,d7281314,4.5,1981,$$$$,True,True,4098,False,False,"Mediterranean, Contemporary","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner","Reservations, Outdoor Seating, Wheelchair Accessible, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service, Gift Cards Available",Eixample,476,49,17,3,4,549,1226
133,Andele Santa Fe,d826469,4.5,335,$$ - $$$,True,True,114,False,True,"Mexican, Latin, Healthy, Street Food","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Sant Gervasi-Galvany,14,4,2,2,2,24,300
134,The Pan's Club,d8320363,4.5,385,$,True,True,739,True,False,"Mediterranean, Healthy, Street Food","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,El Born / La Ribera,159,32,8,5,1,205,71
135,Ostaia Cucina Italiana,d15562744,4.5,299,$$ - $$$,True,True,369,True,False,Italian,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Eixample,90,4,1,0,2,97,98
136,Argentinisimo,d5859949,4.5,647,$,True,True,485,False,False,"Steakhouse, Latin, Barbecue, Argentinean","Vegetarian Friendly, Vegan Options",,,Eixample,39,10,4,4,7,64,478
137,Restaurant Pau Claris 190,d7160775,4.5,915,$$ - $$$,True,True,773,True,False,"Mediterranean, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Eixample,436,45,20,5,11,517,153
138,Futballarium Barcelona,d7603215,4.5,560,$$ - $$$,True,True,422,False,False,"Bar, Pub, Hungarian, International","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,La Maternitat i Sant Ramon,118,13,6,1,5,143,27
139,A Tu Bola,d6370280,4.5,1403,$,True,False,731,False,True,"Fast Food, Mediterranean, Healthy, International, Fusion","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,El Raval,452,63,10,5,7,537,358
140,Donizetti,d1081627,4.5,635,$$ - $$$,True,True,268,False,False,"Italian, Mediterranean, Healthy","Vegetarian Friendly, Vegan Options",,,Eixample,149,36,4,2,3,194,292
141,The Alchemix,d13986273,4.5,249,$$$$,True,True,500,False,False,"Asian, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Eixample,68,2,4,0,5,79,139
142,Bar Casi,d4728824,4.5,967,$,True,True,314,False,False,"European, Spanish, Catalan",Vegetarian Friendly,,,Gracia,222,52,9,6,6,295,271
143,Jardinet D'Aribau,d7291485,4.5,977,$$ - $$$,True,False,370,True,False,"Mediterranean, European, Spanish","Vegetarian Friendly, Vegan Options, Gluten Free Options","Dinner, Late Night, Drinks",,Eixample,65,3,1,1,9,79,805
144,The Sopa Boba,d7724305,4.5,1045,$$ - $$$,True,True,645,False,False,"Mediterranean, International, Healthy, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Eixample,338,56,11,3,5,413,283
145,La Terraza del Claris,d1080772,4.5,457,$$$$,True,True,470,True,False,"Mediterranean, European, Spanish, Contemporary","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Eixample,75,9,3,0,4,91,316
146,Menssana,d7891732,4.5,1450,$$ - $$$,True,True,855,False,False,"Cafe, Mediterranean, European, Spanish, Healthy, International","Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch","Delivery, Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Cash Only, Free Wifi, Accepts Credit Cards, Table Service",Sant Marti,510,80,15,3,5,613,289
147,Cheese and Cake,d12523500,4.5,343,$,True,False,317,False,False,"Mediterranean, European, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Eixample,138,27,7,3,1,176,32
148,La Deliciosa,d6609260,4.5,2070,$$ - $$$,True,True,759,False,False,"Bar, Mediterranean, European, Spanish, Catalan, International","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Barceloneta,413,92,22,9,17,553,709
149,Toma Ya Street Food,d10373617,5.0,164,$,True,True,197,False,False,"Peruvian, Street Food","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner",,Gracia,41,3,0,0,0,44,81
150,Restaurante Fastuc,d13829590,4.5,147,$$ - $$$,True,False,243,False,False,"Italian, Mediterranean, Sicilian, Southern-Italian, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Sant Gervasi-Galvany,33,2,0,0,0,35,81
151,The Rooftop at Sir Victor,d17409798,4.5,240,$$ - $$$,True,True,176,False,False,,,Drinks,"Reservations, Seating, Serves Alcohol, Full Bar, Table Service",Eixample,71,5,2,4,3,85,134
152,Restaurante Terra Mia,d4057864,4.5,514,$$ - $$$,True,True,362,False,False,"Italian, Mediterranean, Spanish, Sardinian, Southern-Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Brunch, Drinks",,Gracia,104,24,5,4,3,140,135
153,Piazze D'Italia,d997375,4.5,2032,$$ - $$$,True,True,717,True,False,"Pizza, Italian, European, Healthy, Neapolitan, Campania, Tuscan, Romana, Lazio, Central-Italian, Southern-Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Late Night","Delivery, Outdoor Seating, Highchairs Available, Serves Alcohol, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Takeout, Reservations, Seating, Wheelchair Accessible, Accepts Credit Cards, Table Service",Eixample,467,92,30,11,8,608,769
154,Comida De Olla,d10325973,4.5,366,$,True,True,281,False,False,"Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",Lunch,,El Baix Guinardo,74,6,1,1,4,86,144
155,El Xampanyet,d697571,4.5,2786,$$ - $$$,True,True,1488,False,False,"Spanish, Catalan, European","Vegetarian Friendly, Gluten Free Options","Lunch, Dinner","Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",El Born / La Ribera,1048,237,40,13,19,1357,541
156,65 Degrees Barcelona,d10693617,4.5,203,$$ - $$$,True,True,174,False,False,"Bar, Mediterranean, European, Spanish, Central European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Dinner, Brunch, Drinks",,El Born / La Ribera,100,3,0,0,0,103,58
157,Sagradas Tapas,d20229105,4.5,345,$$ - $$$,True,True,206,False,False,"Mediterranean, Spanish, Healthy",Vegan Options,,,Eixample,90,7,3,1,5,106,93
158,Ziryab Fusion Tapas Bar,d7302930,4.5,1441,$$ - $$$,True,True,1056,False,False,"Mediterranean, European, Spanish, Healthy, Fusion",,,,El Born / La Ribera,654,106,21,14,16,811,200
159,Cal Trapella - Cuina de Mercat,d16694429,4.5,294,$$ - $$$,True,True,158,True,False,"Mediterranean, Spanish, Healthy, Catalan",Vegetarian Friendly,,,Gracia,31,2,0,1,2,36,230
160,La Pepita,d2151085,4.5,3139,$$ - $$$,True,True,1545,False,False,"Mediterranean, European, Spanish, Catalan, Contemporary","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Brunch","Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Seating, Accepts Credit Cards, Table Service",Gracia,1269,243,49,14,10,1585,540
161,Agreste de Fabio & Roser,d11895655,4.5,308,$$$$,True,True,709,False,False,"Mediterranean, European, Spanish, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,El Coll,36,3,0,0,0,39,214
162,Louro,d12922828,4.5,1048,$$ - $$$,True,True,914,True,False,"Seafood, Mediterranean, European, Spanish, Fusion","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,La Rambla,241,29,15,7,1,293,391
163,Restaurante Rokelin Gourmet,d9738466,4.5,836,$$ - $$$,True,False,468,False,False,Spanish,Gluten Free Options,,,Eixample,103,21,11,8,3,146,522
164,Marisqueria Esthvan,d5486265,4.5,245,$$ - $$$,True,True,331,True,False,"Seafood, Mediterranean, Spanish, Catalan","Vegetarian Friendly, Gluten Free Options",,,Sant Andreu,42,1,0,0,1,44,175
165,Carlota Akaneya,d2369018,4.5,1403,$$$$,True,True,1785,False,False,"Barbecue, Japanese, Asian, Healthy",,Dinner,,El Raval,230,41,10,7,7,295,878
166,Foc i Oli Aribau,d4091047,4.5,993,$$ - $$$,True,False,396,True,False,"American, Fast Food",Vegetarian Friendly,"Lunch, Dinner, Late Night",,Eixample,350,34,8,4,4,400,357
167,Gilda by Belgious,d1966404,4.5,1450,$$ - $$$,True,True,625,True,False,"Mediterranean, Spanish, Belgian","Vegetarian Friendly, Vegan Options, Gluten Free Options","Drinks, Dinner","Delivery, Takeout, Street Parking, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Accepts Credit Cards, Table Service, Parking Available, Gift Cards Available",Barrio Gotico (Barri Gotic),569,139,39,17,5,769,248
168,La Pruna,d13005380,4.5,202,$$ - $$$,True,False,141,False,False,"Mediterranean, European, Fusion, Catalan, Spanish","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Eixample,37,4,2,2,0,45,111
169,La Platilleria,d8672947,4.5,291,$$ - $$$,True,False,218,False,False,"Mediterranean, Spanish, European","Vegetarian Friendly, Gluten Free Options",,,Sants-Montjuic,124,11,6,3,1,145,72
170,La Perillosa,d8451258,4.5,265,$$ - $$$,True,False,208,False,False,"Mediterranean, European, Spanish","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner",,Gracia,48,6,1,0,1,56,121
171,Petit Pau Restaurant,d5484912,4.5,839,$$ - $$$,True,True,518,False,False,"Mediterranean, Spanish",,,,Sants,251,14,6,3,4,278,419
172,Restaurante Koh-i-Noor India,d10482201,4.5,751,$$ - $$$,True,True,214,True,True,"Indian, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Eixample,233,47,18,8,2,308,343
173,Tuscania Food and Wine,d4004735,4.5,734,$$ - $$$,True,True,437,False,False,"Italian, Mediterranean, European, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Brunch, Late Night",,Eixample,234,80,19,2,6,341,61
174,Bierzo food,d3753321,4.5,1307,$$ - $$$,True,False,607,False,False,"Bar, Spanish, Catalan, International, Fusion","Vegetarian Friendly, Vegan Options",,,El Raval,231,48,22,16,9,326,677
175,Palosanto Tapas Bar,d6643687,4.5,1386,$$ - $$$,True,True,832,False,False,"Bar, Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options","Brunch, Drinks, Lunch, Dinner, Late Night","Takeout, Free Wifi, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",El Raval,460,85,16,5,13,579,202
176,That's Amore,d21173419,5.0,65,$$ - $$$,True,False,89,False,True,Italian,,"Lunch, Dinner","Reservations, Table Service",La Maternitat i Sant Ramon,15,0,0,0,0,15,27
177,Salterio,d19786934,4.5,561,,True,True,336,False,False,"Cafe, Mediterranean",,"Lunch, Dinner, Brunch, Late Night, Drinks",,Barrio Gotico (Barri Gotic),219,47,6,2,2,276,134
178,"Listo Restaurants, Pizza Pasta Paella Tapas",d21153260,4.5,264,$$ - $$$,True,True,178,True,True,"Italian, Pizza, Mediterranean",Vegetarian Friendly,,,Sants-Montjuic,61,9,1,0,4,75,84
179,Pizza Pazza,d3164269,4.5,662,$,True,False,267,False,False,"Italian, Pizza, European","Vegetarian Friendly, Vegan Options",,,Barrio Gotico (Barri Gotic),180,32,12,2,1,227,149
180,Bar Canete,d1905775,4.5,3060,$$ - $$$,True,False,2659,False,False,"Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Late Night","Reservations, Seating, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service",El Raval,1112,244,56,48,38,1498,809
181,Beam,d11946494,4.5,220,$$ - $$$,True,False,214,False,False,"Mediterranean, Fusion","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Eixample,72,15,6,0,0,93,69
182,Vivo Tapas,d10901576,4.5,2672,$$ - $$$,True,True,1550,True,False,"Spanish, Healthy, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Late Night, Drinks",,Eixample,821,123,44,31,45,1064,789
183,Deja Burg,d7736365,4.5,214,$$ - $$$,True,False,136,False,False,International,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Eixample,26,4,1,0,0,31,163
184,Red Garter Barcelona,d12795433,4.5,276,$$ - $$$,True,False,314,False,False,"Steakhouse, American, Bar, Gastropub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks",,Barrio Gotico (Barri Gotic),101,24,3,3,4,135,78
185,La Guinda,d22977554,4.5,154,$$ - $$$,True,True,102,False,False,"International, Mediterranean, Spanish",Vegan Options,,,Gracia,15,1,0,1,2,19,104
186,Agust Barcelona,d8469307,4.5,1978,$$ - $$$,True,True,2135,False,False,"International, Spanish, Fusion",,"Dinner, Late Night, Drinks","Outdoor Seating, Highchairs Available, Accepts Visa, Wine and Beer, Accepts Mastercard, Street Parking",Eixample,534,104,23,10,9,680,437
187,CELEBRE,d24190137,5.0,57,$,True,False,90,False,True,"Bar, Cafe, Mediterranean, Deli, Pub, Street Food, Sicilian, Southern-Italian",,"Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks","Delivery, Takeout, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Free Wifi, Accepts Credit Cards, Dog Friendly, Family style, Non-smoking restaurants",,14,1,0,0,0,15,25
188,Rasoi,d13431140,4.5,340,$$ - $$$,True,True,185,True,True,"Indian, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Eixample,141,11,2,3,6,163,146
189,BENZiNA,d15036399,4.5,301,$$ - $$$,True,True,729,False,False,"Italian, Mediterranean, European, Healthy, Romana, Lazio, Central-Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Eixample,106,8,1,1,2,118,130
190,Son Hao,d1113715,4.5,459,$$ - $$$,True,True,199,False,True,"Chinese, Asian, Taiwanese","Vegetarian Friendly, Vegan Options",,,Eixample,186,40,9,2,1,238,136
191,El Viti Taberna,d8853932,4.5,929,$$ - $$$,True,True,453,True,False,"Asian, Spanish, Fusion, Catalan","Vegetarian Friendly, Gluten Free Options","Lunch, Dinner, Late Night, Drinks",,Eixample,133,35,6,4,4,182,624
192,Restaurante Lasarte,d809578,4.5,1122,$$$$,True,True,1823,False,False,"Mediterranean, European, Spanish","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Eixample,393,33,17,5,8,456,391
193,Avinyo10,d8558090,4.5,2608,$$ - $$$,True,True,1109,True,False,"Mediterranean, European, Spanish, Healthy, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Drinks",,Barrio Gotico (Barri Gotic),1056,124,35,23,40,1278,386
194,Aqui Quedamos,d8766344,4.5,288,$,True,True,93,True,False,"Italian, Neapolitan, Campania, Southern-Italian","Vegetarian Friendly, Vegan Options",,,Sants,43,7,3,0,2,55,167
195,Uma,d8003030,5.0,1173,$$$$,True,True,1970,False,False,"International, Mediterranean, Fusion, European, Spanish",,,,Eixample,405,29,16,2,6,458,512
196,Mi Gracia,d2489525,4.5,420,$$ - $$$,True,False,192,False,False,"Argentinean, South American","Vegetarian Friendly, Vegan Options, Gluten Free Options",Dinner,,Gracia,103,22,8,0,0,133,193
197,Tosca Palau,d5584413,4.5,2601,$$ - $$$,True,True,1205,False,False,"Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Brunch","Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Accepts Credit Cards, Table Service",El Born / La Ribera,889,285,38,19,11,1242,128
198,Restaurante La Estrella 1924,d944055,4.5,424,$$$$,True,False,277,True,False,"Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Gluten Free Options",,,Sant Pere,45,12,1,3,0,61,311
199,Volta al Mon,d3998079,4.5,564,$$ - $$$,True,True,377,False,False,"International, Mediterranean, European, Spanish, Asian, South American",Vegetarian Friendly,,,Eixample,80,26,3,0,1,110,341
200,Casa Lolea Barcelona,d7656645,4.5,2762,$$ - $$$,True,False,2122,False,False,,,,,El Born / La Ribera,891,166,34,14,11,1116,597
201,Oria Restaurant,d10457403,4.5,1049,$$$$,True,True,1865,True,False,"Mediterranean, European, Spanish, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Eixample,191,25,13,7,7,243,633
202,Vinitus Madrid-Barcelona,d775571,4.5,315,$$ - $$$,True,True,440,False,False,"European, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Eixample,102,14,3,2,3,124,77
203,Musiu,d12654503,4.5,407,$,True,True,375,True,False,"Italian, Mediterranean, European","Vegetarian Friendly, Vegan Options",,,Eixample,107,18,3,0,1,129,120
204,Restaurant Montiel,d1205006,4.5,2531,$$$$,True,False,1464,False,False,"Mediterranean, European, Spanish, Contemporary","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,El Born / La Ribera,1418,179,57,24,12,1690,323
205,El Salon,d697560,4.5,847,$$ - $$$,True,True,547,True,False,"Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Late Night, Drinks","Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, Gift Cards Available",Barrio Gotico (Barri Gotic),350,76,9,13,5,453,68
206,ElDiset,d3519054,4.5,983,$$ - $$$,True,True,454,False,False,"Mediterranean, European, Spanish, Wine Bar, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,El Born / La Ribera,384,80,17,3,4,488,190
207,La Dentelliere,d1593734,4.5,933,$$ - $$$,True,True,405,False,False,"Diner, Spanish, Healthy, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Barrio Gotico (Barri Gotic),215,43,13,10,4,285,87
208,Orvay,d13238798,4.5,252,$$ - $$$,True,True,252,True,False,"Mediterranean, Spanish, Healthy, Wine Bar, Catalan, European","Vegetarian Friendly, Gluten Free Options","Lunch, Dinner, Late Night, Drinks","Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",El Born / La Ribera,50,7,2,4,0,63,117
209,Bambarol,d4451173,4.5,891,$$ - $$$,True,False,487,False,False,"Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Late Night",,Sant Gervasi-Galvany,213,26,6,1,4,250,483
210,Bar Quiosc Modern,d4493632,4.5,342,$$ - $$$,True,True,393,False,False,"Seafood, Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Gluten Free Options","Breakfast, Lunch, Brunch, Drinks",,El Congres i els Indians,100,30,4,0,4,138,44
211,Colibri Brunch & Bistro,d17323155,4.5,446,$$ - $$$,True,False,207,True,True,"American, Bar, Mediterranean, British, Cafe",Gluten Free Options,"Breakfast, Lunch, Brunch, Drinks","Outdoor Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Delivery, Takeout, Parking Available, Free off-street parking, Television, Wine and Beer, Dog Friendly, Family style, Sports bars",Barceloneta,70,18,4,1,6,99,271
212,Restaurant La Ferreria Des De 1987,d1544653,4.5,398,$$$$,True,True,412,True,False,"Mediterranean, European, Spanish, Fusion","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Gracia,29,3,2,3,0,37,342
213,Spark,d12333885,4.5,284,$$ - $$$,True,False,106,False,False,"Steakhouse, Mediterranean, Barbecue, European, Spanish, Catalan",Gluten Free Options,,,Eixample,28,8,0,2,2,40,207
214,Can Dende,d7387261,4.5,973,$$ - $$$,True,True,893,False,False,"Brazilian, Cafe, European",,,,Poblenou,348,51,11,1,1,412,289
215,Bistro Helena,d6730988,4.5,1139,$$$$,True,True,723,True,False,"Mediterranean, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,El Born / La Ribera,300,51,19,6,3,379,566
216,Meson Barceloneta,d7983624,4.5,1252,$$ - $$$,True,True,904,False,False,"European, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,Barceloneta,169,51,14,3,6,243,153
217,Guell Tapas,d3601243,4.5,2359,$$ - $$$,True,True,1352,False,False,"Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch, Late Night","Reservations, Outdoor Seating, Seating, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Live Music",El Raval,598,161,54,22,15,850,191
218,Equilibri Bcn,d10339269,4.5,296,$$ - $$$,True,True,351,True,False,"Mediterranean, Fusion","Vegetarian Friendly, Vegan Options, Gluten Free Options",,,El Baix Guinardo,40,7,2,0,0,49,202
